,SIZE,SEXA,SSJB1WK,SPAGEX,SPLVTG,PPLVTG,MMLVTG,CCNUMTTL,CC01SEX,CC01AGE,SZFFOTHR,SZFFONLY,SZFFTTL,FFHEAD,SZFFOUT,INCSELF,INCSP,INCPEN,INCUEB,INCIRR,INCRENT,SZINCOMA,XNUMSISE,XNUMBROY,XSSNBROY,XSSNSISY,TP5LOC15,PPJBXX15,PPJBSZ15,MMJBTP15,XXLSTSCH,SSLSTSCH,PPLSTSCH,DOLSTSCH,XSPSCH
176,1,1,3,41,1,2,2,1,1,10,0,2,3,1,0,0,1,1,1,1,1,5,0,0,1,1,1,2,6,1,3,3,2,1,2
177,4,1,1,47,1,1,1,3,1,17,0,6,7,4,0,0,1,1,1,1,1,4,0,1,1,1,3,2,2,4,2,2,2,1,2
178,4,2,1,46,1,3,2,2,1,13,0,3,4,2,0,0,1,1,1,1,1,2,0,0,2,0,1,2,4,1,3,3,2,1,2
179,1,1,3,42,1,2,2,2,1,10,0,3,4,1,0,0,1,1,1,1,1,5,1,0,0,0,2,1,3,1,3,3,2,1,1
180,1,1,1,30,1,2,2,0,0,0,0,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0,1,2,6,2,3,2,0,1,2
181,1,1,1,39,1,2,2,0,0,0,0,1,2,1,0,0,1,1,1,1,1,4,0,0,1,1,1,2,0,2,3,2,2,1,1
182,1,1,2,30,1,2,2,2,1,2,0,3,4,1,0,0,1,1,1,1,1,0,0,0,0,0,2,2,2,1,3,3,2,1,2
183,1,2,2,38,1,2,2,1,2,6,0,2,3,2,0,1,1,1,1,1,1,1,0,0,0,0,2,2,6,1,3,2,2,1,2
184,1,2,1,39,1,2,3,4,1,10,0,5,6,2,0,1,1,1,1,1,1,1,1,0,0,1,3,2,0,1,3,3,3,1,2
185,3,1,0,0,0,3,2,0,0,0,0,0,1,1,0,0,1,1,1,1,1,5,0,0,0,0,1,0,0,3,3,0,2,1,2
186,1,1,1,38,1,2,2,0,0,0,0,1,2,1,0,0,1,1,1,1,1,4,1,0,0,0,1,2,6,1,3,3,2,1,2
187,1,1,1,37,1,2,2,0,0,0,0,1,2,1,0,0,1,1,1,1,1,4,0,1,0,0,1,2,3,1,3,3,3,1,2
188,4,2,1,37,1,2,2,2,2,17,2,5,6,4,0,1,1,1,1,1,1,1,0,0,0,1,3,2,3,2,2,2,2,1,2
189,1,1,0,0,0,1,1,0,0,0,1,3,4,4,0,0,1,1,1,1,1,4,0,0,0,0,1,2,0,2,3,0,0,1,2
190,1,2,0,0,0,1,1,0,0,0,0,2,3,4,0,0,1,1,1,1,1,2,0,1,0,0,2,2,0,2,2,0,2,1,2
191,4,2,0,0,0,1,1,1,2,9,0,3,4,1,0,0,1,1,1,1,1,4,0,0,0,0,3,2,2,4,2,0,2,1,2
192,4,2,1,47,1,2,2,3,1,21,0,3,4,2,1,0,1,1,1,1,1,2,0,0,0,0,3,2,2,4,3,3,1,1,2
193,3,2,0,0,0,2,3,0,0,0,0,0,1,1,0,0,1,1,1,1,1,3,0,0,0,0,3,2,2,1,2,0,2,1,2
194,3,1,1,36,1,3,2,0,0,0,0,1,2,1,0,0,1,1,1,1,1,5,0,0,0,0,2,0,0,2,3,3,2,1,2
195,3,2,1,39,1,2,2,2,1,12,0,3,4,2,0,1,1,1,1,1,1,1,2,1,0,1,3,2,2,4,3,3,2,1,1
196,3,1,3,36,1,2,2,1,1,12,0,2,3,1,0,0,1,1,1,1,1,4,0,0,1,0,2,2,2,1,2,3,3,1,2
197,3,2,0,0,0,1,1,0,0,0,0,2,3,4,1,0,1,0,1,1,1,4,0,0,0,0,2,2,1,2,2,0,2,1,2
198,1,2,1,37,1,2,2,2,2,12,0,3,4,2,0,0,1,1,1,1,1,4,0,0,3,1,1,2,2,2,2,3,3,1,2
199,1,2,1,35,1,3,3,3,2,10,0,4,5,2,0,1,1,1,1,1,1,1,0,2,0,2,1,2,6,4,2,2,0,1,2
200,1,2,1,35,1,2,2,1,1,11,0,2,3,2,0,0,1,1,1,1,1,2,0,0,0,0,1,0,0,2,2,3,0,1,2
201,1,1,3,34,1,2,2,1,1,0,0,2,3,1,0,0,1,1,1,1,1,4,0,3,0,0,2,2,3,1,3,3,2,1,2
202,4,1,1,36,1,2,2,2,1,10,0,3,4,1,0,0,1,1,1,1,1,5,0,0,0,0,2,2,6,2,2,2,2,1,2
203,1,2,1,34,1,2,2,0,0,0,0,1,2,2,0,0,1,1,1,1,1,3,0,0,0,0,2,2,6,2,3,2,2,1,2
204,4,1,0,0,0,1,1,0,0,0,0,2,3,4,0,0,1,1,1,1,1,0,0,0,0,0,3,2,0,2,2,0,2,1,2
205,4,1,1,32,1,2,2,1,2,4,0,2,3,1,0,0,1,1,1,1,1,4,1,0,0,1,3,2,3,2,2,2,2,1,2
206,4,1,3,38,1,2,2,4,1,6,0,5,6,1,0,0,1,1,1,1,1,5,1,0,1,0,3,2,2,4,3,2,2,1,2
207,4,2,1,35,1,2,2,3,1,9,0,4,5,2,0,0,1,1,1,1,1,0,0,1,0,0,1,2,0,3,3,2,0,1,1
208,1,1,3,32,1,2,2,1,2,1,0,2,3,1,0,0,1,1,1,1,1,4,0,2,0,0,3,2,0,2,3,3,0,1,2
209,3,2,1,29,1,2,2,2,1,7,0,3,4,2,0,1,1,1,1,1,1,0,1,0,2,0,2,2,2,3,3,3,3,1,2
210,4,2,1,34,1,2,2,0,0,0,0,1,2,2,0,1,1,1,1,1,1,1,0,1,1,1,2,2,2,3,2,2,2,1,2
211,1,1,3,27,1,2,2,2,1,2,0,3,4,1,0,0,1,1,1,1,1,4,0,0,1,1,2,2,2,1,3,2,2,1,2
212,2,2,3,39,1,2,2,1,2,6,1,3,4,2,0,0,1,1,1,1,1,0,2,0,0,0,3,2,1,2,3,2,0,1,2
213,1,2,1,30,1,2,3,2,1,7,0,3,4,2,0,1,1,1,1,1,1,1,0,0,0,0,2,2,6,3,3,3,3,1,2
214,1,2,1,32,2,1,1,4,1,12,0,6,7,1,1,1,1,1,1,1,1,0,3,2,0,0,1,2,6,1,2,2,3,2,2
215,3,2,0,0,0,1,1,0,0,0,1,3,4,4,0,0,1,1,1,1,1,4,1,0,0,0,2,2,2,4,3,0,2,1,2
216,1,1,1,34,1,2,2,0,0,0,0,1,2,1,0,0,1,1,1,1,1,4,0,0,0,0,1,2,1,4,3,2,2,1,1
217,1,2,0,0,0,3,2,0,0,0,0,0,1,1,0,0,1,1,1,1,1,4,0,0,0,0,1,0,0,1,3,0,2,1,2
218,4,1,1,26,1,2,2,2,2,3,0,3,4,1,0,0,1,1,1,1,1,0,1,0,0,1,3,2,0,4,3,3,2,1,2
219,3,1,1,36,1,2,2,4,1,15,0,5,6,1,0,0,1,1,1,1,1,4,1,1,0,1,2,2,2,3,2,2,2,1,2
220,1,2,1,30,1,2,2,1,1,0,0,2,3,2,0,0,1,1,1,1,1,2,0,2,0,0,1,2,6,1,3,3,2,1,2
221,1,1,1,27,1,2,3,1,1,3,0,2,3,1,0,0,1,1,1,1,1,3,1,0,0,0,1,2,0,1,2,2,3,1,2
222,4,2,0,0,0,2,2,1,2,2,0,1,2,1,0,0,1,1,1,1,1,3,2,0,0,0,3,2,2,1,2,0,3,1,2
223,3,2,1,27,1,2,3,0,0,0,0,1,2,2,0,0,1,1,1,1,1,2,2,0,2,0,3,2,5,4,3,3,2,1,1
224,3,2,0,0,0,2,2,0,0,0,2,2,3,4,0,0,1,0,1,1,1,3,0,0,0,0,2,0,0,4,2,0,0,1,2
225,1,2,0,0,0,1,3,0,0,0,0,1,2,4,0,0,1,1,1,1,1,4,0,0,0,0,2,2,2,4,3,0,3,1,2
226,2,2,0,0,0,3,1,0,0,0,1,2,3,4,0,0,1,1,1,1,1,3,0,1,0,0,2,2,3,3,3,0,2,1,1
227,3,2,1,29,1,2,2,0,0,0,0,1,2,2,0,0,1,1,1,1,1,3,0,0,0,1,2,2,2,1,3,2,2,1,2
228,2,2,1,27,1,2,2,1,2,0,0,2,3,2,0,1,1,1,1,1,1,0,0,1,1,1,2,2,5,2,2,3,3,1,2
229,3,2,0,0,0,1,1,0,0,0,0,2,3,4,0,0,1,1,1,1,1,4,0,0,0,0,2,2,0,2,3,0,2,1,2
230,4,2,1,24,1,2,2,0,0,0,0,1,2,2,0,0,1,1,1,1,1,2,0,0,1,0,3,2,5,2,2,3,2,1,2
231,3,2,0,0,0,1,1,0,0,0,0,2,3,4,0,0,1,1,0,1,1,2,1,0,0,0,2,2,0,2,2,0,3,1,1
232,3,1,0,0,0,1,1,0,0,0,0,2,3,4,0,1,1,1,1,1,1,0,0,0,0,0,2,2,2,4,3,0,3,3,2
233,4,1,0,0,0,1,1,0,0,0,2,4,5,4,0,1,1,1,1,1,1,2,0,1,0,0,3,2,6,2,3,0,2,1,1
234,1,2,0,0,0,1,1,0,0,0,2,4,5,4,0,0,1,1,1,1,1,3,0,1,0,0,1,2,0,2,2,0,2,2,2
235,3,2,0,0,0,1,3,0,0,0,2,3,4,4,0,0,1,1,1,1,1,4,1,0,0,0,2,2,4,1,3,0,2,1,2
236,2,1,0,0,0,1,1,0,0,0,3,5,6,4,0,1,1,1,1,1,1,0,1,0,0,0,2,2,5,2,3,0,2,3,2
237,3,2,0,0,0,1,1,0,0,0,0,2,3,4,0,1,1,1,1,1,1,1,1,0,0,0,2,2,6,2,3,0,3,1,2
238,3,1,0,0,0,1,1,0,0,0,2,4,5,4,0,0,1,1,1,1,1,4,0,2,0,0,2,2,2,2,2,0,0,1,2
239,4,1,0,0,0,1,1,0,0,0,0,2,3,4,0,1,1,1,1,1,1,2,0,0,0,0,3,2,3,1,3,0,2,3,2
240,2,2,0,0,0,3,3,1,2,65,0,0,1,1,0,1,1,0,1,1,1,3,0,1,0,0,1,2,5,1,2,2,1,1,2
241,2,2,0,0,0,3,3,2,2,0,0,0,1,1,0,1,1,0,1,1,1,3,1,0,0,0,3,2,0,1,1,1,1,1,2
242,3,2,0,0,0,3,3,2,2,58,3,4,5,4,1,1,1,0,1,1,1,0,1,1,0,0,3,2,2,4,2,0,0,1,2
243,2,2,0,0,0,3,3,1,2,52,4,5,6,4,0,1,1,0,1,1,1,2,1,0,0,0,2,2,3,4,2,2,1,1,1
244,3,1,3,72,1,3,3,3,2,46,0,1,2,1,0,1,1,0,1,1,1,3,1,3,2,4,3,2,6,1,2,2,0,1,2
245,3,1,3,71,1,3,3,2,1,0,0,1,2,1,0,1,1,0,1,1,1,3,2,0,1,1,4,2,1,4,1,2,1,1,2
246,4,2,0,0,0,3,2,1,1,47,1,2,3,4,1,1,1,0,1,1,1,0,5,0,1,1,4,2,2,3,2,2,1,1,2
247,4,2,3,73,1,3,3,3,2,45,0,1,2,2,1,1,1,0,1,1,1,2,0,4,1,0,3,2,2,4,2,2,1,1,2
248,4,1,3,63,1,3,2,1,1,34,0,1,2,1,1,1,1,0,1,1,1,3,0,1,0,2,4,0,0,1,2,2,2,1,2
249,4,1,0,0,0,3,3,2,2,41,0,0,1,1,0,0,1,0,1,1,1,3,4,0,2,1,4,2,1,4,2,2,0,1,2
250,2,2,3,64,1,3,3,0,0,0,1,2,3,1,0,1,1,0,1,1,1,3,0,0,1,0,2,2,2,4,2,2,1,1,2
251,3,1,3,63,1,3,3,3,1,40,0,1,2,1,0,1,1,0,1,1,1,3,0,1,0,0,4,2,1,4,2,2,1,1,2
252,3,2,0,0,0,3,3,2,1,43,0,0,1,1,0,0,1,0,1,1,1,4,0,1,0,0,2,2,1,4,2,2,1,1,2
253,4,2,3,73,1,3,2,2,2,43,0,2,3,2,0,0,1,0,1,1,1,2,0,4,1,1,4,2,0,2,2,2,0,1,2
254,2,2,3,70,1,3,3,2,2,40,0,1,2,2,0,1,1,0,1,1,1,3,0,1,2,2,2,2,3,1,2,2,3,1,2
255,2,1,3,64,1,3,3,3,2,35,0,1,2,1,0,1,1,0,1,1,1,4,0,2,1,1,4,2,3,4,3,3,2,1,2
256,4,1,3,61,1,3,1,1,1,28,0,2,3,1,1,1,1,0,1,1,1,1,1,1,3,2,3,2,6,1,2,2,1,1,1
257,2,1,1,60,1,3,3,2,2,28,0,1,2,1,0,1,1,0,1,1,1,4,1,0,0,2,2,2,2,1,3,3,1,1,2
258,3,1,3,56,1,3,1,2,1,35,0,2,3,1,0,0,1,1,1,1,1,5,0,1,0,2,2,2,6,1,3,2,2,1,2
259,2,1,1,0,1,3,3,1,2,32,0,2,3,1,0,1,1,0,1,1,1,2,0,1,1,0,2,2,2,4,3,3,2,1,2
260,2,2,3,62,1,2,2,2,1,27,0,1,2,2,2,0,1,1,1,1,1,3,0,3,1,1,3,2,2,4,3,2,1,1,1
261,4,2,1,64,1,3,2,2,1,38,0,3,4,2,0,0,1,1,1,1,1,0,1,0,0,1,2,2,2,3,2,2,2,1,1
262,3,2,1,63,1,2,2,2,1,33,0,1,2,2,0,1,1,1,1,1,1,0,0,3,0,0,2,2,2,4,3,3,0,1,2
263,2,1,0,0,0,3,1,0,0,0,0,1,2,4,0,0,1,0,1,1,0,3,0,0,0,0,2,2,2,4,3,0,0,1,2
264,2,2,0,0,0,3,3,2,1,35,2,3,4,1,0,0,1,1,1,1,1,4,3,0,0,0,2,2,2,4,2,0,1,1,2
265,3,2,3,61,1,2,2,2,2,28,0,2,3,2,0,1,1,1,1,1,1,1,0,0,0,0,2,2,2,4,2,2,0,1,2
266,3,2,1,60,1,3,2,2,2,32,0,2,3,2,0,1,1,1,1,1,1,1,0,1,1,1,4,0,0,2,2,2,2,1,1
267,3,1,1,52,1,2,2,0,0,0,0,1,2,1,0,0,1,1,1,1,1,0,1,0,1,0,2,2,2,1,2,2,1,1,2
268,4,1,0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,1,1,1,1,3,0,0,0,0,3,2,2,3,2,0,2,1,2
269,3,2,0,0,0,3,2,1,2,21,0,1,2,1,0,0,1,1,1,1,1,3,1,0,0,0,2,2,6,1,2,0,2,1,2
270,4,1,3,47,1,3,3,0,0,0,1,2,3,1,0,0,1,0,1,1,1,3,2,0,0,1,3,2,2,3,2,2,1,1,2
271,4,2,1,55,1,3,2,1,1,15,0,2,3,2,0,0,1,1,1,1,1,2,0,1,0,0,2,2,2,4,2,3,2,1,2
272,4,1,1,52,1,3,2,2,2,24,0,1,2,1,2,0,1,1,1,1,1,3,1,0,0,1,4,2,0,4,2,2,1,1,2
273,3,1,1,45,1,1,1,2,1,18,0,5,6,4,0,0,1,1,1,1,1,4,1,0,0,0,2,2,1,4,2,2,2,1,2
274,2,1,3,50,1,3,2,1,1,18,0,2,3,1,0,0,1,1,1,1,1,5,0,0,0,2,2,2,6,3,2,2,2,1,2
275,3,2,1,51,1,3,2,0,0,0,0,1,2,2,0,0,1,1,1,1,1,0,0,0,0,0,2,2,6,1,3,3,2,1,2
276,3,2,1,58,1,2,2,1,1,25,0,1,2,2,1,0,1,1,1,1,1,2,2,0,0,0,2,2,2,1,2,2,1,1,2
277,3,2,0,0,0,3,3,1,1,18,0,1,2,1,0,0,1,1,1,1,1,4,1,0,0,0,2,2,2,2,3,0,2,1,2
278,2,1,3,40,1,2,2,1,1,15,0,2,3,1,0,0,1,1,1,1,1,4,0,0,0,0,2,2,2,1,2,2,2,1,1
279,3,2,1,50,2,3,2,1,1,7,0,1,2,2,1,1,1,1,1,1,1,1,0,0,1,0,3,2,2,4,2,2,2,1,2
280,4,2,1,58,1,2,2,2,2,34,0,3,4,2,0,0,1,1,1,1,1,2,0,1,0,0,2,2,1,4,2,3,2,1,2
281,2,1,1,43,1,2,2,2,2,16,0,3,4,1,0,0,1,1,1,1,1,5,0,0,0,1,3,2,4,2,3,2,0,1,1
282,2,2,1,45,1,2,2,0,0,0,0,1,2,2,0,0,1,1,1,1,1,2,0,1,0,0,2,2,5,1,3,3,2,1,2
283,2,2,0,0,0,3,1,2,1,18,0,3,4,1,0,0,1,0,1,1,1,3,0,0,0,0,2,0,0,4,2,0,0,1,2
284,3,2,1,48,2,1,1,2,2,11,0,4,5,2,1,0,1,1,1,1,1,0,1,0,0,0,2,2,6,1,3,2,3,1,1
285,2,1,3,42,1,2,2,2,1,9,0,3,4,1,0,0,1,1,1,1,1,4,0,0,0,0,3,2,2,4,3,2,2,1,1
286,2,2,2,50,1,2,2,2,1,16,0,3,4,2,0,0,1,1,1,1,1,3,1,1,0,0,1,2,0,2,3,2,2,1,1
287,3,2,0,0,0,3,3,6,1,21,0,4,5,1,1,0,1,1,1,1,1,0,2,0,0,0,2,2,2,1,2,0,2,1,2
288,3,1,0,0,0,3,1,0,0,0,0,1,2,4,0,1,1,0,1,1,1,0,1,0,0,0,2,2,0,0,2,0,0,1,1
289,4,1,1,36,1,2,2,0,0,0,0,1,2,1,0,0,1,1,1,1,1,4,1,0,0,0,3,2,2,2,2,2,2,1,2
290,3,1,0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,1,1,1,1,3,0,0,0,0,2,2,1,4,2,0,2,1,2
291,3,1,1,40,1,2,3,2,2,10,0,3,4,1,0,0,1,1,1,1,1,0,0,1,1,0,2,2,0,0,2,2,2,1,2
292,3,1,1,38,1,1,1,3,1,10,0,6,7,4,0,0,1,1,1,1,1,4,1,0,0,1,2,2,3,3,3,2,2,1,2
293,3,2,1,36,1,2,2,3,1,8,0,4,5,2,0,1,1,1,1,1,1,1,0,0,2,0,2,2,2,4,2,2,2,1,2
294,4,2,1,35,1,2,2,3,1,14,0,4,5,2,0,0,1,1,1,1,1,0,0,1,2,0,4,2,2,4,2,2,2,1,1
295,3,1,0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,1,1,1,1,3,0,0,0,0,2,2,2,2,2,0,2,1,2
296,2,2,0,0,0,1,1,1,2,2,0,3,4,4,0,0,1,1,1,1,1,3,0,1,0,0,2,2,2,3,3,0,2,1,2
297,4,1,3,31,1,2,2,3,1,11,0,4,5,1,0,0,1,1,1,1,1,0,0,1,0,1,3,2,2,4,2,2,2,1,2
298,2,1,0,0,0,1,1,0,0,0,2,4,5,4,0,0,1,1,1,1,1,3,0,1,0,0,2,2,2,4,0,0,0,1,0
299,3,2,0,0,0,1,1,0,0,0,0,2,3,4,0,0,1,1,1,1,1,3,1,0,0,0,2,2,3,2,2,0,2,1,2
300,2,2,1,35,1,2,1,1,1,5,0,3,4,2,0,0,1,1,1,1,1,3,0,0,0,0,3,2,2,4,2,2,2,1,2
301,4,1,3,25,1,2,2,1,2,0,0,2,3,1,0,0,1,1,1,1,1,3,0,0,1,0,3,2,2,1,2,2,2,1,2
302,2,1,1,36,1,2,2,2,1,7,0,3,4,1,0,0,1,1,1,1,1,3,2,1,0,0,2,2,2,4,2,2,2,1,2
303,3,2,0,0,0,1,1,0,0,0,0,2,3,4,0,0,1,1,1,1,1,3,0,1,0,0,2,2,6,3,3,0,3,1,2
304,4,2,0,0,0,1,1,0,0,0,2,4,5,4,1,0,1,0,1,1,1,0,0,2,0,0,3,2,3,3,3,0,2,1,2
305,4,2,0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,1,1,1,1,3,0,1,0,0,4,2,2,1,2,0,2,1,2
306,2,1,0,0,0,1,1,0,0,0,1,3,4,4,0,0,1,1,1,1,1,4,0,1,0,0,2,2,6,1,3,0,2,1,2
307,4,2,0,0,0,3,3,3,2,63,4,5,6,4,0,1,1,0,1,1,1,2,0,3,4,0,4,2,2,4,1,1,1,1,2
308,4,2,0,0,0,3,3,4,2,63,2,3,4,4,0,1,1,0,1,1,1,3,1,0,0,0,4,2,2,4,1,1,0,1,2
309,3,1,3,82,1,3,3,5,2,58,0,1,2,1,0,1,1,0,1,1,1,0,1,0,0,0,4,2,2,4,1,1,0,1,2
310,3,2,2,85,1,3,3,5,2,60,0,1,2,2,0,1,1,0,1,1,1,2,0,5,0,0,4,2,0,4,1,1,1,1,2
311,3,2,0,0,0,3,3,5,1,62,7,8,9,4,0,1,1,0,1,1,1,2,1,3,0,0,4,2,2,4,1,1,1,1,2
312,3,1,3,77,1,3,3,4,1,58,1,4,5,1,0,1,1,0,1,1,1,2,2,0,1,0,4,2,1,4,1,1,0,1,2
313,3,2,0,0,0,3,3,3,1,55,5,6,7,4,0,1,1,0,1,1,1,2,1,3,0,0,4,2,2,4,2,2,0,1,2
314,3,1,3,68,1,3,3,2,1,47,0,2,3,4,1,1,1,0,1,1,1,3,1,1,1,1,4,2,2,4,2,2,1,1,2
315,2,1,3,73,1,3,3,2,2,44,0,1,2,1,0,0,1,0,1,1,1,5,1,0,1,0,2,2,6,1,3,2,3,1,2
316,4,2,3,71,1,3,3,3,2,48,4,6,7,2,0,1,1,0,1,1,1,3,0,5,0,0,4,2,2,4,2,2,0,1,2
317,3,2,3,74,1,3,2,1,1,36,0,1,2,2,0,0,1,1,1,1,1,2,0,1,2,1,4,2,0,4,2,2,1,1,2
318,3,1,3,60,1,3,3,2,2,38,0,2,3,1,0,0,1,0,1,1,1,3,4,0,0,0,4,2,0,4,2,2,1,1,2
319,3,1,3,65,1,3,3,2,1,40,0,2,3,1,0,1,1,0,1,1,1,3,1,0,0,0,4,0,0,4,2,2,1,1,2
320,4,1,3,65,1,3,3,2,1,42,4,6,7,1,0,1,1,0,1,1,1,3,1,2,2,1,4,2,2,4,2,2,2,1,2
321,3,1,0,0,0,3,3,2,1,40,0,0,1,1,0,0,1,0,1,1,1,3,0,2,0,0,4,2,3,4,2,2,0,1,2
322,3,2,3,69,1,3,3,3,1,42,0,1,2,2,0,1,1,0,1,1,1,2,3,0,3,3,3,2,0,4,2,2,1,1,2
323,3,2,3,63,1,3,3,3,1,40,0,3,4,2,0,1,1,0,1,1,1,2,3,0,0,5,2,2,0,4,2,2,1,1,2
324,4,1,0,0,0,1,1,0,0,0,0,2,3,1,0,0,1,0,1,1,1,4,0,0,0,0,4,2,2,1,2,0,1,1,2
325,3,1,3,0,1,3,3,2,1,34,3,5,6,1,1,0,1,0,1,1,1,5,2,0,1,0,4,2,2,1,2,3,1,1,2
326,4,1,3,54,1,1,1,2,2,32,0,3,4,1,0,0,1,0,1,1,1,4,0,2,1,0,4,2,2,4,2,2,2,1,2
327,2,1,0,0,0,3,3,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,2,2,6,1,2,0,2,1,2
328,3,1,0,0,0,2,1,0,0,0,0,1,2,1,1,0,1,0,1,1,1,3,1,3,0,0,4,2,2,4,2,0,2,1,0
329,3,1,3,60,1,1,3,3,2,34,0,4,5,1,0,0,1,1,1,1,1,3,1,0,1,0,4,2,2,4,2,2,1,1,2
330,2,1,3,61,1,3,2,3,1,39,0,2,3,1,0,0,1,1,1,1,1,4,0,0,1,2,2,0,0,0,2,2,2,2,2
331,4,2,1,62,1,3,3,3,1,32,1,3,4,2,0,1,1,0,1,1,1,1,2,0,0,2,2,2,5,1,2,2,2,1,2
332,3,1,3,55,1,3,1,3,1,31,0,4,5,1,1,0,1,1,1,1,1,0,0,0,0,1,4,2,2,4,2,2,2,1,2
333,3,2,1,62,1,3,2,1,1,25,0,1,2,2,0,0,1,1,1,1,1,2,0,0,2,0,4,2,2,4,2,2,1,1,2
334,3,2,3,57,1,3,2,3,1,30,0,1,2,2,2,0,1,1,0,1,1,4,0,1,0,0,4,2,1,3,2,2,1,1,1
335,3,2,1,60,1,2,3,3,2,31,1,3,4,2,0,1,1,1,1,1,1,1,0,2,1,0,3,2,2,4,2,3,1,1,2
336,4,1,1,49,1,3,2,2,2,25,0,2,3,1,0,0,1,0,1,1,1,3,1,0,1,0,4,2,2,4,2,2,0,1,2
337,3,1,3,50,1,1,1,3,1,28,2,5,6,1,2,0,1,0,1,1,1,4,1,0,1,0,4,2,1,3,2,2,1,1,2
338,2,1,3,49,1,3,1,3,1,19,0,4,5,1,1,0,1,0,1,1,1,5,0,0,0,0,2,2,1,1,3,2,2,1,2
339,4,2,1,53,1,3,2,1,1,19,1,3,4,2,0,0,1,0,1,1,1,2,0,0,1,0,4,2,3,1,3,2,2,1,2
340,2,1,0,0,0,1,1,0,0,0,0,2,3,4,0,0,1,1,1,1,1,2,0,0,0,0,2,2,2,4,2,0,2,1,1
341,3,1,3,39,1,3,1,1,1,0,0,3,4,1,0,0,1,0,1,1,1,2,2,0,1,0,4,2,2,4,2,2,2,1,1
342,3,2,0,0,0,1,1,0,0,0,1,3,4,4,0,0,1,1,1,1,1,2,1,0,0,0,4,2,2,1,2,0,2,1,2
343,2,2,1,41,1,2,2,3,1,10,0,4,5,2,0,1,1,1,1,1,1,1,0,0,0,0,2,1,3,4,3,3,2,1,2
344,4,1,0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,1,1,1,1,4,0,0,0,0,4,2,2,4,3,0,2,1,2
345,3,1,1,35,1,1,1,4,1,11,0,7,8,4,0,1,1,1,1,1,1,1,0,0,0,0,3,2,2,4,2,3,2,1,1
346,3,2,3,34,1,2,2,3,1,11,1,5,6,4,0,0,1,0,1,1,1,2,0,1,1,0,4,2,3,2,2,2,0,1,2
347,4,1,0,0,0,1,1,0,0,0,1,3,4,4,0,0,1,1,1,1,1,4,0,0,0,0,4,2,4,3,3,0,2,1,2
348,3,2,0,0,0,3,3,2,2,60,2,3,4,4,0,1,1,0,1,1,1,0,2,0,0,0,2,2,2,4,2,0,2,1,2
349,4,1,1,84,1,3,3,3,2,55,0,1,2,1,0,0,1,0,1,1,1,3,3,1,1,0,3,2,2,4,1,1,0,1,2
350,1,1,3,80,1,3,3,2,1,55,0,3,4,1,0,0,1,0,1,1,1,3,2,0,1,0,3,2,0,4,1,1,0,1,2
351,3,1,3,81,1,3,3,2,1,56,1,3,4,4,0,1,1,1,1,1,1,2,2,2,0,4,2,2,0,1,2,2,1,1,2
352,1,2,0,0,0,3,3,3,2,62,0,1,2,1,0,1,1,0,1,1,1,3,0,0,0,0,2,2,0,1,1,0,0,1,2
353,1,1,3,76,1,3,3,3,1,50,0,2,3,1,0,1,1,0,1,1,1,3,3,0,0,0,4,2,3,4,1,2,1,1,2
354,1,1,3,76,1,3,3,2,1,50,0,1,2,1,0,1,1,0,1,1,1,3,1,1,1,0,4,2,0,4,2,2,0,1,2
355,3,1,3,79,1,3,3,2,1,50,3,5,6,1,0,1,1,0,1,1,1,0,1,2,1,1,2,2,0,0,1,2,1,1,2
356,4,1,3,73,1,3,3,2,1,54,3,5,6,4,0,1,1,0,1,1,1,0,1,1,0,0,4,2,2,4,1,1,1,1,2
357,3,2,0,0,0,3,3,2,2,53,1,1,2,1,0,1,1,0,1,1,1,3,1,1,1,0,3,2,6,1,2,2,1,1,2
358,4,2,2,79,1,3,3,3,1,51,0,2,3,1,0,1,1,0,1,1,1,2,0,3,0,3,4,2,0,4,2,2,1,1,2
359,3,1,3,71,1,3,3,2,2,48,3,5,6,1,0,1,1,0,1,1,1,2,3,1,2,0,3,2,1,1,1,1,1,1,2
360,1,1,0,0,0,3,3,2,1,50,0,0,1,1,0,0,1,1,1,1,1,3,2,0,0,0,4,2,1,0,1,0,0,1,2
361,4,2,3,78,1,3,3,2,2,53,0,1,2,2,0,1,1,0,1,1,1,2,0,0,0,1,3,2,2,4,2,2,1,1,2
362,1,2,0,0,0,3,3,2,1,50,0,0,1,1,0,1,1,0,1,1,1,2,1,0,0,0,4,2,0,4,1,1,0,1,2
363,3,2,3,75,1,3,3,2,2,46,0,1,2,2,0,1,1,0,1,1,1,2,5,0,0,3,3,0,0,4,2,2,0,1,2
364,1,1,3,72,1,3,3,2,2,48,0,1,2,1,0,1,1,0,1,1,1,3,1,0,1,0,4,2,0,0,2,2,0,1,2
365,1,2,0,0,0,3,3,2,1,48,0,2,3,1,0,1,1,0,1,1,1,2,1,0,2,0,4,2,0,1,2,0,0,1,2
